Etat,Milieage,Carburant,CarVendeur,Portes,seats,CarNameV2,Modele,Price,etatCategory,Month,Year,Puissance,TransmissionV2,Cylindrée,Vitesses,Cylindres,HorsePower,ClasseEmission,Typedecarburant,Consommationdecarburant,ÉmissionsdeCO2
Prix correct,88000,Essence,Professionnel,5.0,3.0,SEAT,Ibiza,73005,1,9.0,2015.0,44.0,Boîte manuelle,1198.0,4.0,1049.0,60.0,Euro 5,,5.4,125.0
Pas d'information,138082,Diesel,Professionnel,5.0,5.0,SEAT,Altea,44505,0,6.0,2012.0,77.0,Boîte manuelle,1598.0,7.0,1505.0,105.0,,Diesel,4.9,
Prix correct,149000,Diesel,Professionnel,5.0,5.0,SEAT,Altea XL,55005,1,3.0,2012.0,77.0,Boîte manuelle,1598.0,7.0,1480.0,105.0,,Diesel,4.5,
Prix correct,227699,CNG,Professionnel,5.0,5.0,SEAT,Leon,49505,1,5.0,2015.0,81.0,Boîte manuelle,1395.0,8.0,1389.0,110.0,Euro 6b,,,96.0
Bon prix,172503,CNG,Professionnel,5.0,5.0,SEAT,Leon,52505,2,7.0,2016.0,81.0,Boîte manuelle,1395.0,8.0,1389.0,110.0,Euro 6b,,,96.0
Pas d'information,76663,Essence,Particuliers,4.0,3.0,SEAT,Arosa,2500,0,10.0,2004.0,44.0,Boîte automatique,1390.0,4.0,4929.0,60.0,Euro 4,Essence,7.4,
Prix correct,64782,Essence,Professionnel,5.0,5.0,SEAT,Arona,162505,1,3.0,2023.0,70.0,Boîte manuelle,999.0,7.0,1164.0,95.0,Euro 6d,Essence,4.8,110.0
Prix correct,200000,Diesel,Professionnel,5.0,5.0,SEAT,Leon,98005,1,5.0,2016.0,110.0,Boîte automatique,1968.0,1.0,1335.0,150.0,,Diesel,4.5,
Prix correct,75000,Essence,Particuliers,5.0,5.0,SEAT,Ibiza,13500,1,4.0,2021.0,70.0,Boîte manuelle,999.0,7.0,,95.0,Euro 6,Essence,,
Prix correct,151000,Essence,Professionnel,5.0,5.0,SEAT,Ibiza,44905,1,2.0,2013.0,51.0,Boîte manuelle,1198.0,5.0,1049.0,69.0,,Essence,5.4,
Bon prix,44124,Diesel,Professionnel,5.0,5.0,SEAT,Arona,1629015,2,11.0,2019.0,70.0,Boîte automatique,1598.0,7.0,,95.0,Euro 6d,Diesel,,140.0
Bon prix,62905,Essence,Professionnel,5.0,5.0,SEAT,Leon,162995,2,7.0,2020.0,96.0,Boîte manuelle,1498.0,9.0,,131.0,Euro 6d,Essence,5.0,130.0
Bon prix,44483,Essence,Particuliers,5.0,5.0,SEAT,Leon,23000,2,3.0,2021.0,110.0,Boîte automatique,1498.0,1.0,1411.0,150.0,,Essence,5.0,
Bon prix,89000,Essence,Professionnel,5.0,5.0,SEAT,Ibiza,114505,2,12.0,2019.0,70.0,Boîte manuelle,999.0,7.0,1134.0,95.0,Euro 6,Essence,4.6,105.0
Pas d'information,286719,Diesel,Particuliers,5.0,5.0,SEAT,Ibiza,2750,0,7.0,2011.0,55.0,Boîte manuelle,1199.0,5.0,1135.0,75.0,Euro 5,Diesel,3.8,
Prix correct,31000,Essence,Particuliers,5.0,5.0,SEAT,Ateca,21500,1,2.0,2019.0,110.0,Boîte automatique,1498.0,1.0,1370.0,150.0,,Essence,5.3,
Pas d'information,134500,Diesel,Professionnel,7.0,5.0,SEAT,Alhambra,189005,0,11.0,2016.0,110.0,Boîte manuelle,1968.0,1.0,1785.0,150.0,Euro 6d,Diesel,5.2,135.0
Prix correct,179950,Diesel,Professionnel,5.0,5.0,SEAT,Arona,104505,1,12.0,2019.0,70.0,Boîte manuelle,1598.0,7.0,1297.0,95.0,Euro 6d,Diesel,4.3,113.0
Prix correct,102000,CNG,Professionnel,5.0,5.0,SEAT,Ibiza,950015,1,5.0,2019.0,66.0,Boîte manuelle,999.0,6.0,1257.0,90.0,Euro 6d,,5.0,114.0
Prix correct,275000,Diesel,Particuliers,5.0,5.0,SEAT,Leon,6000,1,3.0,2013.0,135.0,Boîte manuelle,1968.0,1.0,1345.0,184.0,,Diesel,4.5,
Prix correct,141000,Essence,Particuliers,5.0,5.0,SEAT,Leon,12500,1,4.0,2016.0,110.0,Boîte automatique,1395.0,1.0,1251.0,150.0,Euro 6b,Essence,4.9,115.0
Pas d'information,295000,Essence,Particuliers,5.0,3.0,SEAT,Ibiza,500,0,8.0,2008.0,51.0,Boîte manuelle,1198.0,5.0,1027.0,69.0,,Essence,5.9,
Très bon prix,59000,Essence,Professionnel,5.0,5.0,SEAT,Leon,150005,3,1.0,2021.0,85.0,Boîte manuelle,999.0,8.0,,116.0,Euro 6d,Essence,,123.0
Bon prix,57000,Essence,Particuliers,5.0,5.0,SEAT,Leon,11500,2,2.0,2015.0,77.0,Boîte automatique,1197.0,7.0,1280.0,105.0,,Essence,4.9,
Bon prix,133700,CNG,Professionnel,5.0,5.0,SEAT,Leon,76005,2,8.0,2016.0,81.0,Boîte manuelle,1395.0,8.0,1395.0,110.0,Euro 6b,,,96.0
Bon prix,116700,Diesel,Professionnel,5.0,5.0,SEAT,Ateca,169995,2,6.0,2020.0,85.0,Boîte automatique,1598.0,8.0,1446.0,116.0,Euro 6d,Diesel,4.9,128.0
Bon prix,345000,Diesel,Particuliers,5.0,5.0,SEAT,Alhambra,2500,2,6.0,2008.0,85.0,Boîte manuelle,1896.0,8.0,1676.0,116.0,,Diesel,6.5,
Très bon prix,77000,Essence,Particuliers,5.0,5.0,SEAT,Leon,19999,3,6.0,2017.0,221.0,Boîte manuelle,1984.0,2.0,1395.0,300.0,Euro 6b,Essence,6.9,
Bon prix,101192,Essence,Particuliers,5.0,5.0,SEAT,Leon,12500,2,2.0,2017.0,90.0,Boîte manuelle,1395.0,9.0,1269.0,122.0,Euro 6,Essence,5.7,123.0
Bon prix,246000,Diesel,Particuliers,5.0,5.0,SEAT,Leon,2150,2,5.0,2006.0,103.0,Boîte manuelle,1968.0,1.0,1335.0,140.0,,Diesel,5.8,
Bon prix,108539,Essence,Professionnel,5.0,5.0,SEAT,Leon,1690015,2,5.0,2021.0,110.0,Boîte automatique,1498.0,1.0,1330.0,150.0,Euro 6d,,5.2,119.0
Prix correct,88630,Essence,Professionnel,5.0,5.0,SEAT,Ibiza,109905,1,4.0,2018.0,55.0,Boîte manuelle,999.0,5.0,,75.0,Euro 6,Essence,,1.0
Pas d'information,74500,Electrique/Essence,Particuliers,5.0,5.0,SEAT,Leon e-Hybrid,19450,0,8.0,2021.0,110.0,,,1.0,,150.0,,Électrique,,
Bon prix,10462,Essence,Professionnel,5.0,5.0,SEAT,Arona,1699015,2,9.0,2023.0,70.0,Boîte manuelle,999.0,7.0,1164.0,95.0,Euro 6d,Essence,,123.0
Prix correct,223000,Diesel,Particuliers,5.0,5.0,SEAT,Leon,4999,1,3.0,2011.0,77.0,Boîte manuelle,1598.0,7.0,1325.0,105.0,Euro 5,Diesel,3.8,99.0
Prix correct,63000,Essence,Professionnel,5.0,5.0,SEAT,Arona,179905,1,1.0,2021.0,81.0,Boîte automatique,999.0,8.0,1210.0,110.0,Euro 6d,Essence,4.8,109.0
Pas d'information,199000,Essence,Professionnel,5.0,3.0,SEAT,Ibiza,79995,0,12.0,2016.0,141.0,Boîte manuelle,1798.0,1.0,1260.0,192.0,,Essence,6.0,142.0
Pas d'information,212000,Essence,Professionnel,5.0,5.0,SEAT,Ibiza,19005,0,4.0,2006.0,47.0,Boîte manuelle,1198.0,4.0,1038.0,64.0,,Essence,6.0,
Prix correct,145000,Diesel,Particuliers,5.0,5.0,SEAT,Leon,15000,1,6.0,2017.0,135.0,Boîte automatique,1968.0,1.0,1390.0,184.0,Euro 6,Diesel,4.6,
Prix correct,74000,Essence,Particuliers,5.0,5.0,SEAT,Leon,13499,1,5.0,2017.0,85.0,Boîte automatique,999.0,8.0,1225.0,116.0,,Essence,4.4,102.0
Bon prix,145000,Diesel,Particuliers,5.0,5.0,SEAT,Leon,8000,2,1.0,2015.0,77.0,Boîte manuelle,1598.0,7.0,1331.0,105.0,,Diesel,3.8,99.0
Pas d'information,171638,Diesel,Professionnel,5.0,5.0,SEAT,Ibiza,59505,0,2.0,2016.0,66.0,Boîte manuelle,1422.0,6.0,1680.0,90.0,Euro 6,Diesel,3.7,
Prix correct,93339,CNG,Particuliers,5.0,5.0,SEAT,Ibiza,9999,1,1.0,2020.0,66.0,Boîte manuelle,999.0,6.0,1257.0,90.0,,,,
Très bon prix,28000,Essence,Professionnel,5.0,5.0,SEAT,Arona,1754515,3,4.0,2023.0,81.0,Boîte automatique,999.0,8.0,1210.0,110.0,Euro 6d,Essence,4.8,109.0
Pas d'information,161344,Essence,Particuliers,5.0,4.0,SEAT,Toledo,2500,0,4.0,2004.0,77.0,Boîte manuelle,1598.0,7.0,1191.0,105.0,,Essence,6.9,
Pas d'information,80000,Essence,Professionnel,5.0,5.0,SEAT,Ibiza,94955,0,8.0,2017.0,55.0,Boîte manuelle,999.0,5.0,1116.0,75.0,Euro 6b,,4.7,118.0
Très bon prix,35325,Essence,Professionnel,5.0,5.0,SEAT,Ibiza,167005,3,7.0,2021.0,81.0,Boîte automatique,999.0,8.0,1179.0,110.0,Euro 6d,,4.6,107.0
Bon prix,77290,Essence,Professionnel,5.0,5.0,SEAT,Arona,126905,2,2.0,2018.0,70.0,Boîte manuelle,999.0,7.0,1165.0,95.0,Euro 6b,Essence,4.9,111.0
Bon prix,79237,Essence,Professionnel,5.0,5.0,Opel,Corsa,129905,2,3.0,2021.0,74.0,Boîte automatique,1199.0,7.0,,101.0,Euro 6,Essence,,121.0
Bon prix,55238,Essence,Professionnel,5.0,5.0,Opel,Crossland X,117505,2,8.0,2019.0,81.0,Boîte manuelle,1200.0,8.0,1245.0,110.0,,Essence,,140.0
Prix correct,152411,Diesel,Professionnel,5.0,5.0,Opel,Corsa,48505,1,11.0,2011.0,70.0,Boîte manuelle,1248.0,7.0,1145.0,95.0,Euro 5,Diesel,4.4,115.0
Bon prix,25600,Essence,Professionnel,5.0,5.0,Opel,Astra,2199515,2,8.0,2023.0,96.0,Boîte automatique,1199.0,9.0,1332.0,131.0,Euro 6,Essence,5.7,128.0
Bon prix,94679,Diesel,Professionnel,5.0,5.0,Opel,Corsa,69505,2,2.0,2015.0,55.0,Boîte manuelle,1248.0,5.0,1120.0,75.0,Euro 5,Diesel,4.2,112.0
Bon prix,45955,Essence,Professionnel,,5.0,Opel,Astra,2159915,2,9.0,2023.0,96.0,Boîte manuelle,1198.0,9.0,,131.0,Euro 6,Essence,,
Prix correct,27967,Essence,Professionnel,5.0,5.0,Opel,Corsa,1799915,1,3.0,2023.0,96.0,Boîte automatique,1199.0,9.0,1133.0,131.0,Euro 6d,Essence,,122.0
Pas d'information,123161,Diesel,Professionnel,5.0,5.0,Opel,,116995,0,12.0,2018.0,100.0,Boîte manuelle,1598.0,1.0,,136.0,Euro 6d,Diesel,4.3,142.0
Bon prix,96902,Essence,Professionnel,5.0,5.0,Opel,Mokka,104905,2,4.0,2015.0,103.0,Boîte automatique,1364.0,1.0,,140.0,Euro 6b,Essence,,137.0
Bon prix,79237,Essence,Professionnel,5.0,5.0,Opel,Corsa,129905,2,3.0,2021.0,74.0,Boîte automatique,1199.0,7.0,,101.0,Euro 6,Essence,,121.0
Très bon prix,46503,Essence,Professionnel,5.0,5.0,Opel,Crossland X,124905,3,1.0,2020.0,81.0,Boîte manuelle,1199.0,8.0,,110.0,Euro 6,Essence,,139.0
Bon prix,66318,Essence,Professionnel,5.0,5.0,Opel,Crossland X,129995,2,7.0,2018.0,81.0,Boîte automatique,1199.0,8.0,1289.0,110.0,Euro 6,Essence,5.5,125.0
Bon prix,86883,Essence,Professionnel,5.0,5.0,Opel,Grandland X,139905,2,12.0,2019.0,96.0,Boîte manuelle,1199.0,9.0,,131.0,Euro 6,Essence,,147.0
Très bon prix,91000,Essence,Professionnel,5.0,5.0,Opel,Zafira,119905,3,3.0,2018.0,103.0,Boîte manuelle,1364.0,1.0,1628.0,140.0,Euro 6b,Essence,6.4,148.0
Très bon prix,89500,Essence,Professionnel,5.0,5.0,Opel,Mokka,139905,3,9.0,2021.0,96.0,Boîte manuelle,1199.0,9.0,1275.0,131.0,Euro 6d,Essence,4.5,103.0
Prix correct,62506,Essence,Professionnel,5.0,5.0,Opel,Corsa,1049015,1,9.0,2019.0,66.0,Boîte manuelle,999.0,6.0,1199.0,90.0,Euro 6d,Essence,5.0,115.0
Bon prix,55178,Essence,Professionnel,5.0,5.0,Opel,Crossland,1299015,2,9.0,2022.0,61.0,Boîte manuelle,1199.0,6.0,,83.0,Euro 6d,Essence,,106.0
Bon prix,39585,Diesel,Professionnel,5.0,5.0,Opel,Astra,144505,2,7.0,2020.0,90.0,Boîte manuelle,1496.0,9.0,1280.0,122.0,Euro 6d,Diesel,3.5,92.0
Prix correct,110002,Essence,Professionnel,5.0,3.0,Opel,Corsa,77505,1,3.0,2018.0,66.0,Boîte manuelle,1398.0,6.0,1120.0,90.0,Euro 6b,Essence,5.2,120.0
Prix correct,57151,Essence,Professionnel,5.0,5.0,Opel,Corsa,85005,1,3.0,2015.0,51.0,Boîte manuelle,1229.0,5.0,,69.0,Euro 6,Essence,,126.0
Pas d'information,131929,Electrique/Essence,Professionnel,4.0,5.0,Opel,Ampera,795015,0,3.0,2012.0,111.0,Boîte automatique,1398.0,1.0,1732.0,151.0,Euro 5,Électrique,1.2,27.0
Bon prix,28721,Essence,Professionnel,5.0,5.0,Opel,Corsa,124905,2,1.0,2020.0,55.0,Boîte manuelle,1199.0,5.0,,75.0,Euro 6d,Essence,,999.0
Très bon prix,40000,Essence,Professionnel,5.0,5.0,Opel,Astra,2190015,3,6.0,2023.0,96.0,Boîte automatique,1199.0,9.0,1376.0,131.0,Euro 6d,Essence,5.0,127.0
Bon prix,95340,Diesel,Professionnel,5.0,5.0,Opel,Zafira Tourer,89005,2,3.0,2015.0,100.0,Boîte manuelle,1598.0,1.0,,136.0,Euro 5,Diesel,4.1,109.0
Très bon prix,90311,Diesel,Professionnel,5.0,5.0,Opel,Insignia,119905,3,8.0,2019.0,100.0,Boîte automatique,1598.0,1.0,1462.0,136.0,Euro 6d,Diesel,5.4,123.0
Très bon prix,40000,Essence,Professionnel,5.0,5.0,Opel,Astra,2190015,3,6.0,2023.0,96.0,Boîte automatique,1199.0,9.0,1376.0,131.0,Euro 6d,Essence,5.0,127.0
Très bon prix,21600,Essence,Professionnel,4.0,3.0,Opel,Adam,104905,3,1.0,2019.0,51.0,Boîte manuelle,1229.0,5.0,1086.0,69.0,Euro 6d,Essence,5.6,128.0
Bon prix,99990,Diesel,Professionnel,5.0,5.0,Opel,Crossland X,104995,2,11.0,2017.0,85.0,Boîte manuelle,1560.0,8.0,1163.0,116.0,Euro 6b,Diesel,4.0,103.0
Bon prix,95340,Diesel,Professionnel,5.0,5.0,Opel,Zafira Tourer,89005,2,3.0,2015.0,100.0,Boîte manuelle,1598.0,1.0,,136.0,Euro 5,Diesel,4.1,109.0
Très bon prix,98000,Diesel,Professionnel,3.0,6.0,Opel,Combo,1150015,3,3.0,2019.0,75.0,Boîte manuelle,1499.0,7.0,1480.0,102.0,Euro 6d,Diesel,4.2,110.0
Bon prix,112870,Essence,Professionnel,5.0,5.0,Opel,Zafira Tourer,117995,2,5.0,2018.0,103.0,Boîte manuelle,1364.0,1.0,,140.0,,Essence,6.4,156.0
Bon prix,93735,Diesel,Professionnel,5.0,5.0,Opel,Mokka,90005,2,2.0,2016.0,81.0,Boîte manuelle,1598.0,8.0,1335.0,110.0,Euro 6b,Diesel,4.1,106.0
Très bon prix,252948,Diesel,Professionnel,5.0,5.0,Opel,Meriva,10005,3,3.0,2005.0,55.0,Boîte manuelle,1686.0,5.0,1393.0,75.0,Euro 3,Diesel,5.4,146.0
Très bon prix,81729,Essence,Professionnel,5.0,5.0,Opel,Astra,1179215,3,6.0,2021.0,81.0,Boîte manuelle,1199.0,8.0,1355.0,110.0,Euro 6,Essence,5.3,108.0
Prix correct,20262,Essence,Professionnel,,5.0,Opel,Meriva,85005,1,1.0,2011.0,88.0,Boîte manuelle,1364.0,8.0,,120.0,,Essence,,
Très bon prix,68617,Essence,Professionnel,5.0,5.0,Opel,Mokka X,119805,3,6.0,2018.0,103.0,Boîte manuelle,1364.0,1.0,,140.0,Euro 6,Essence,,172.0
Très bon prix,38980,Essence,Professionnel,5.0,5.0,Opel,Mokka,1789015,3,11.0,2022.0,96.0,Boîte manuelle,1199.0,9.0,1275.0,131.0,Euro 6,Essence,5.5,1.0
Prix correct,60784,Essence,Professionnel,5.0,5.0,Opel,Insignia,169905,1,7.0,2019.0,122.0,Boîte automatique,1490.0,1.0,1440.0,166.0,Euro 6d,,6.0,123.0
Très bon prix,19110,Essence,Professionnel,5.0,5.0,Opel,Grandland,2075015,3,12.0,2023.0,96.0,Boîte manuelle,1199.0,9.0,,131.0,,Essence,,
Très bon prix,31483,Electrique,Professionnel,5.0,5.0,Opel,Mokka-E,2149015,3,4.0,2023.0,100.0,,,1.0,,136.0,Euro 6,,,0.0
Prix correct,89000,Essence,Professionnel,5.0,5.0,Opel,Grandland X,139505,1,4.0,2019.0,96.0,Boîte manuelle,1199.0,9.0,1350.0,131.0,Euro 6d,Essence,5.2,118.0
Bon prix,16860,Essence,Professionnel,5.0,5.0,Opel,Astra,2085015,2,2.0,2024.0,96.0,Boîte manuelle,1199.0,9.0,1332.0,131.0,Euro 6e,Essence,,
Prix correct,64749,Essence,Professionnel,5.0,5.0,Opel,Astra,1299515,1,6.0,2021.0,81.0,Boîte manuelle,1199.0,8.0,1355.0,110.0,Euro 6d,Essence,4.5,102.0
Bon prix,49606,Essence,Professionnel,,5.0,Opel,Grandland X,175005,2,5.0,2020.0,96.0,Boîte manuelle,1200.0,9.0,,131.0,Euro 6d,Essence,,147.0
Bon prix,106000,Diesel,Professionnel,5.0,5.0,Opel,Antara,79995,2,8.0,2015.0,120.0,Boîte manuelle,2231.0,1.0,1885.0,163.0,Euro 5,Diesel,6.7,177.0
Bon prix,49606,Essence,Professionnel,,5.0,Opel,Grandland X,175005,2,5.0,2020.0,96.0,Boîte manuelle,1200.0,9.0,,131.0,Euro 6d,Essence,,147.0
Prix correct,58431,Essence,Professionnel,4.0,3.0,Opel,Adam,109905,1,1.0,2019.0,51.0,Boîte manuelle,1229.0,5.0,,69.0,Euro 6d,Essence,,145.0
Pas d'information,104519,Essence,Professionnel,7.0,5.0,Opel,Zafira Tourer,143995,0,8.0,2018.0,100.0,Boîte automatique,1598.0,1.0,,136.0,Euro 6d,Essence,7.4,177.0
Bon prix,23137,Essence,Professionnel,,5.0,Opel,Astra,1885015,2,2.0,2023.0,81.0,Boîte manuelle,1199.0,8.0,,110.0,Euro 6,Essence,,1.0
Pas d'information,77159,Essence,Professionnel,5.0,5.0,Opel,Grandland X,110005,0,6.0,2019.0,96.0,Boîte manuelle,1199.0,9.0,1350.0,131.0,Euro 6d,Essence,5.4,127.0
Bon prix,69471,Essence,Professionnel,5.0,5.0,Opel,Mokka,114905,2,2.0,2016.0,103.0,Boîte manuelle,1364.0,1.0,,140.0,Euro 6,Essence,6.3,145.0
Très bon prix,21216,Essence,Professionnel,,5.0,Opel,Corsa,1490015,3,1.0,2023.0,74.0,Boîte manuelle,1199.0,7.0,,101.0,Euro 6,Essence,,115.0
Bon prix,20435,Essence,Professionnel,5.0,5.0,Opel,Grandland,2149015,2,12.0,2023.0,96.0,Boîte manuelle,1199.0,9.0,,131.0,Euro 6,Essence,,140.0
Très bon prix,31799,Essence,Professionnel,5.0,5.0,Opel,Grandland,2199015,3,2.0,2023.0,96.0,Boîte manuelle,1199.0,9.0,,131.0,Euro 6,Essence,,146.0
Bon prix,104770,Essence,Professionnel,5.0,5.0,Opel,Crossland,115005,2,5.0,2020.0,81.0,Boîte manuelle,1199.0,8.0,1254.0,110.0,Euro 6,Essence,,109.0
Bon prix,23132,Essence,Professionnel,5.0,5.0,Opel,Corsa,1290015,2,4.0,2021.0,55.0,Boîte manuelle,1199.0,5.0,1233.0,75.0,Euro 6,Essence,4.1,95.0
Bon prix,5,Electrique/Essence,Professionnel,5.0,5.0,Opel,Grandland,3490015,2,1.0,2025.0,100.0,Boîte automatique,1199.0,1.0,1536.0,136.0,Euro 6d,Électrique,5.5,123.0
Très bon prix,43000,Diesel,Professionnel,5.0,4.0,Opel,Vivaro,299905,3,9.0,2020.0,90.0,Boîte automatique,1997.0,9.0,1759.0,122.0,Euro 6d,Diesel,5.5,148.0
Prix correct,28629,Essence,Professionnel,5.0,5.0,Opel,Corsa,1599015,1,6.0,2023.0,74.0,Boîte manuelle,1199.0,7.0,,101.0,Euro 6,Essence,,115.0
Bon prix,33254,Essence,Professionnel,5.0,5.0,Opel,Astra,2389015,2,5.0,2022.0,96.0,Boîte automatique,1199.0,9.0,,131.0,Euro 6,Essence,,130.0
Prix correct,42682,Essence,Professionnel,5.0,5.0,Opel,Mokka X,149005,1,11.0,2016.0,103.0,Boîte automatique,1364.0,1.0,1355.0,140.0,Euro 6b,Essence,6.2,144.0
Bon prix,1748,Essence,Professionnel,5.0,5.0,Opel,Corsa,1599015,2,3.0,2024.0,55.0,Boîte manuelle,1199.0,5.0,1110.0,75.0,Euro 6d,Essence,,
Bon prix,52556,Essence,Professionnel,,5.0,Opel,Grandland X,154905,2,4.0,2019.0,96.0,Boîte manuelle,1199.0,9.0,,131.0,Euro 6d,Essence,,999.0
Bon prix,32916,Electrique/Essence,Professionnel,5.0,5.0,Opel,Astra,230005,2,8.0,2022.0,110.0,Boîte automatique,1598.0,1.0,1678.0,150.0,Euro 6d,Électrique,1.3,30.0
Très bon prix,34500,Diesel,Professionnel,5.0,5.0,Opel,Corsa,134505,3,9.0,2021.0,75.0,Boîte manuelle,1499.0,7.0,1055.0,102.0,Euro 6d,Diesel,3.2,85.0
Pas d'information,65068,Essence,Professionnel,2.0,2.0,Opel,GT,189905,0,3.0,2007.0,194.0,Boîte manuelle,1998.0,1.0,,264.0,Euro 4,Essence,,218.0
Prix correct,12362,Essence,Professionnel,5.0,5.0,Opel,Corsa,1750015,1,11.0,2023.0,74.0,Boîte manuelle,1199.0,7.0,1110.0,101.0,Euro 6,Essence,5.2,117.0
Pas d'information,43627,Essence,Professionnel,5.0,4.0,Opel,Corsa,139905,0,1.0,2021.0,55.0,Boîte manuelle,1199.0,5.0,,75.0,Euro 6,Essence,,124.0
Pas d'information,187980,Diesel,Professionnel,7.0,5.0,Opel,Zafira,39955,0,6.0,2009.0,81.0,Boîte manuelle,1686.0,8.0,1600.0,110.0,Euro 4,Diesel,5.3,139.0
Prix correct,7665,Diesel,Professionnel,,5.0,Opel,Combo,2190015,1,10.0,2023.0,75.0,Boîte manuelle,1499.0,7.0,,102.0,Euro 6d,Diesel,,149.0
Très bon prix,32354,Essence,Professionnel,,5.0,Opel,Grandland,2199915,3,7.0,2022.0,96.0,Boîte manuelle,1198.0,9.0,,131.0,Euro 6,Essence,,
Prix correct,116000,Diesel,Professionnel,2.0,5.0,Opel,Combo,1195015,1,9.0,2020.0,75.0,Boîte manuelle,1499.0,7.0,1665.0,102.0,Euro 6d,Diesel,1.0,110.0
Prix correct,109756,Essence,Professionnel,,5.0,Opel,Zafira,168005,1,3.0,2017.0,125.0,Boîte automatique,1598.0,1.0,,170.0,,Essence,,169.0
Prix correct,26341,Essence,Professionnel,5.0,5.0,Opel,Astra,2699015,1,3.0,2024.0,96.0,Boîte automatique,1199.0,9.0,1332.0,131.0,Euro 6,Essence,5.6,127.0
Bon prix,35705,Diesel,Professionnel,,5.0,Opel,Insignia,1849915,2,5.0,2021.0,90.0,Boîte manuelle,1500.0,9.0,,122.0,,Diesel,,104.0
Pas d'information,254600,Essence,Professionnel,5.0,5.0,Opel,Astra,22505,0,5.0,2007.0,85.0,Boîte manuelle,1598.0,8.0,1230.0,116.0,Euro 4,Essence,6.5,156.0
Bon prix,19204,Essence,Professionnel,,5.0,Opel,Astra,1699915,2,1.0,2022.0,81.0,,,8.0,,110.0,,Essence,,
Prix correct,21046,Essence,Professionnel,5.0,5.0,Opel,Corsa,1799915,1,3.0,2023.0,96.0,Boîte automatique,1199.0,9.0,1133.0,131.0,Euro 6d,Essence,,122.0
Prix correct,79546,Electrique/Essence,Professionnel,5.0,5.0,Opel,Astra,2489015,1,6.0,2022.0,132.0,Boîte automatique,1598.0,1.0,,179.0,Euro 6,Essence,,31.0
Prix correct,101000,Essence,Professionnel,4.0,2.0,Opel,Cascada,118495,1,10.0,2014.0,103.0,Boîte manuelle,,1.0,,140.0,Euro 5,Essence,,149.0
Pas d'information,138729,Diesel,Professionnel,5.0,5.0,Opel,Grandland X,1649515,0,6.0,2020.0,96.0,Boîte automatique,1499.0,9.0,1455.0,131.0,Euro 6,Diesel,,9.0
Pas d'information,35300,Essence,Professionnel,5.0,5.0,Opel,Corsa,79955,0,4.0,2011.0,74.0,Boîte manuelle,1364.0,7.0,1130.0,101.0,Euro 5,Essence,5.7,134.0
Pas d'information,98969,Essence,Professionnel,,,Opel,Insignia,167505,0,7.0,2017.0,103.0,Boîte manuelle,1490.0,1.0,,140.0,,Essence,,
Prix correct,157000,Diesel,Professionnel,5.0,5.0,Opel,Corsa,64905,1,6.0,2015.0,55.0,Boîte manuelle,1248.0,5.0,1163.0,75.0,Euro 6b,Diesel,3.7,104.0
Pas d'information,123161,Diesel,Professionnel,5.0,5.0,Opel,,116995,0,12.0,2018.0,100.0,Boîte manuelle,1598.0,1.0,,136.0,Euro 6d,Diesel,4.3,142.0
Pas d'information,159000,Diesel,Professionnel,8.0,5.0,Opel,Zafira Life,3197515,0,9.0,2020.0,130.0,Boîte automatique,1997.0,1.0,2147.0,177.0,Euro 6,Diesel,7.5,144.0
Prix correct,33775,Essence,Professionnel,,5.0,Opel,Corsa,1459915,1,6.0,2021.0,74.0,Boîte manuelle,1198.0,7.0,,101.0,Euro 6,Essence,,
Bon prix,55238,Essence,Professionnel,5.0,5.0,Opel,Crossland X,117505,2,8.0,2019.0,81.0,Boîte manuelle,1200.0,8.0,1245.0,110.0,,Essence,,140.0
Prix correct,152411,Diesel,Professionnel,5.0,5.0,Opel,Corsa,48505,1,11.0,2011.0,70.0,Boîte manuelle,1248.0,7.0,1145.0,95.0,Euro 5,Diesel,4.4,115.0
Bon prix,25600,Essence,Professionnel,5.0,5.0,Opel,Astra,2199515,2,8.0,2023.0,96.0,Boîte automatique,1199.0,9.0,1332.0,131.0,Euro 6,Essence,5.7,128.0
Bon prix,94679,Diesel,Professionnel,5.0,5.0,Opel,Corsa,69505,2,2.0,2015.0,55.0,Boîte manuelle,1248.0,5.0,1120.0,75.0,Euro 5,Diesel,4.2,112.0
Bon prix,45955,Essence,Professionnel,,5.0,Opel,Astra,2159915,2,9.0,2023.0,96.0,Boîte manuelle,1198.0,9.0,,131.0,Euro 6,Essence,,
Prix correct,27967,Essence,Professionnel,5.0,5.0,Opel,Corsa,1799915,1,3.0,2023.0,96.0,Boîte automatique,1199.0,9.0,1133.0,131.0,Euro 6d,Essence,,122.0
Prix correct,16501,Essence,Professionnel,,5.0,Opel,Mokka,2490015,1,3.0,2024.0,96.0,Boîte automatique,1199.0,9.0,,131.0,Euro 6d,Essence,,133.0
Pas d'information,66229,Essence,Professionnel,2.0,2.0,Opel,GT,249505,0,4.0,1972.0,66.0,Boîte manuelle,1900.0,6.0,1160.0,90.0,,Essence,,
Très bon prix,20348,Diesel,Professionnel,5.0,5.0,Opel,Astra,2198015,3,10.0,2023.0,96.0,Boîte manuelle,1500.0,9.0,1483.0,131.0,,Diesel,,
Très bon prix,49930,Essence,Professionnel,,5.0,Opel,Astra,1748015,3,5.0,2022.0,107.0,Boîte automatique,1341.0,1.0,,145.0,Euro 6,Essence,,130.0
